unit_id,panel_id,room,orientation,is_exterior
1101,3B_FLOOR6,bedroom 03,Unknown,False
1101,3B_ROOF7,bedroom 03,Unknown,False
176,3B_DOOR0,living room,Unknown,False
176,3B_FLOOR1,living room,Unknown,False
176,3B_ROOF2,living room,Unknown,False
176,3B_WALL10,bathroom,West,True
176,3B_WINDOW9,bedroom 01,East,True
176,3B_WINDOW8,bedroom 01,South,True
176,3B_FLOOR11,bedroom 01,Unknown,True
176,3B_ROOF12,bedroom 01,Unknown,False
176,3B_WINDOW13,bedroom 02,South,True
176,3B_WALL15,bedroom 02,Unknown,False
176,3B_WALL14,bedroom 02,Unknown,False
176,3B_FLOOR16,bedroom 02,Unknown,False
176,3B_ROOF17,bedroom 02,Unknown,False
176,3B_WINDOW3,bedroom 03,South,True
176,3B_WALL5,bedroom 03,Unknown,False
176,3B_WALL4,bedroom 03,Unknown,False
176,3B_FLOOR6,bedroom 03,Unknown,False
176,3B_ROOF7,bedroom 03,Unknown,False
168,2B_WALL1,kitchen,Unknown,False
168,2B_DOOR0,living room,Unknown,False
168,2B_FLOOR2,living room,Unknown,False
168,2B_ROOF3,living room,Unknown,False
168,2B_WALL11,bedroom 01,East,True
168,2B_WINDOW10,bedroom 01,West,True
168,2B_WINDOW9,bedroom 01,North,True
168,2B_FLOOR12,bedroom 01,Unknown,False
168,2B_ROOF13,bedroom 01,Unknown,True
168,2B_WINDOW4,bedroom 02,North,True
168,2B_WALL6,bedroom 02,Unknown,False
168,2B_WALL5,bedroom 02,Unknown,False
168,2B_FLOOR7,bedroom 02,Unknown,False
168,2B_ROOF8,bedroom 02,Unknown,False
1104,3B_DOOR0,living room,Unknown,False
1104,3B_FLOOR1,living room,Unknown,False
1104,3B_ROOF2,living room,Unknown,True
1104,3B_WALL10,bathroom,North,True
1104,3B_WINDOW9,bedroom 01,South,True
1104,3B_WINDOW8,bedroom 01,West,True
1104,3B_FLOOR11,bedroom 01,Unknown,False
1104,3B_ROOF12,bedroom 01,Unknown,True
1104,3B_WINDOW13,bedroom 02,West,True
1104,3B_WALL15,bedroom 02,Unknown,False
1104,3B_WALL14,bedroom 02,Unknown,False
1104,3B_FLOOR16,bedroom 02,Unknown,False
1104,3B_ROOF17,bedroom 02,Unknown,False
1104,3B_WINDOW4,bedroom 03,South,True
1104,3B_WINDOW3,bedroom 03,West,True
1104,3B_WALL5,bedroom 03,Unknown,False
1104,3B_FLOOR6,bedroom 03,Unknown,False
1104,3B_ROOF7,bedroom 03,Unknown,True
174,2B_WALL1,kitchen,Unknown,False
174,2B_DOOR0,living room,Unknown,False
174,2B_FLOOR2,living room,Unknown,False
174,2B_ROOF3,living room,Unknown,False
174,2B_WALL11,bedroom 01,West,True
174,2B_WINDOW10,bedroom 01,East,True
174,2B_WINDOW9,bedroom 01,South,True
174,2B_FLOOR12,bedroom 01,Unknown,True
174,2B_ROOF13,bedroom 01,Unknown,True
174,2B_WINDOW4,bedroom 02,South,True
174,2B_WALL6,bedroom 02,Unknown,False
174,2B_WALL5,bedroom 02,Unknown,False
174,2B_FLOOR7,bedroom 02,Unknown,False
174,2B_ROOF8,bedroom 02,Unknown,False
167,2B_WALL1,kitchen,Unknown,False
167,2B_DOOR0,living room,Unknown,False
167,2B_FLOOR2,living room,Unknown,False
167,2B_ROOF3,living room,Unknown,False
167,2B_WALL11,bedroom 01,South,True
167,2B_WINDOW10,bedroom 01,North,True
167,2B_WINDOW9,bedroom 01,East,True
167,2B_FLOOR12,bedroom 01,Unknown,False
167,2B_ROOF13,bedroom 01,Unknown,False
167,2B_WINDOW5,bedroom 02,North,True
167,2B_WINDOW4,bedroom 02,East,True
167,2B_WALL6,bedroom 02,Unknown,False
167,2B_FLOOR7,bedroom 02,Unknown,False
167,2B_ROOF8,bedroom 02,Unknown,False
170,2B_WALL1,kitchen,Unknown,False
170,2B_DOOR0,living room,Unknown,False
170,2B_FLOOR2,living room,Unknown,False
170,2B_ROOF3,living room,Unknown,False
170,2B_WALL11,bedroom 01,East,True
170,2B_WINDOW10,bedroom 01,West,True
170,2B_WINDOW9,bedroom 01,North,True
170,2B_FLOOR12,bedroom 01,Unknown,False
170,2B_ROOF13,bedroom 01,Unknown,False
170,2B_WINDOW4,bedroom 02,North,True
170,2B_WALL6,bedroom 02,Unknown,False
170,2B_WALL5,bedroom 02,Unknown,False
170,2B_FLOOR7,bedroom 02,Unknown,False
170,2B_ROOF8,bedroom 02,Unknown,False
183,3B_DOOR0,living room,Unknown,False
183,3B_FLOOR1,living room,Unknown,False
183,3B_ROOF2,living room,Unknown,False
183,3B_WALL10,bathroom,South,True
183,3B_WINDOW9,bedroom 01,North,True
183,3B_WINDOW8,bedroom 01,East,True
183,3B_FLOOR11,bedroom 01,Unknown,True
183,3B_ROOF12,bedroom 01,Unknown,True
183,3B_WINDOW13,bedroom 02,East,True
183,3B_WALL15,bedroom 02,Unknown,False
183,3B_WALL14,bedroom 02,Unknown,False
183,3B_FLOOR16,bedroom 02,Unknown,False
183,3B_ROOF17,bedroom 02,Unknown,False
183,3B_WINDOW3,bedroom 03,East,True
183,3B_WALL5,bedroom 03,Unknown,False
183,3B_WALL4,bedroom 03,Unknown,False
183,3B_FLOOR6,bedroom 03,Unknown,False
183,3B_ROOF7,bedroom 03,Unknown,False
165,2B_WALL1,kitchen,Unknown,False
165,2B_DOOR0,living room,Unknown,False
165,2B_FLOOR2,living room,Unknown,False
165,2B_ROOF3,living room,Unknown,False
165,2B_WALL11,bedroom 01,Unknown,False
165,2B_FLOOR12,bedroom 01,Unknown,False
165,2B_ROOF13,bedroom 01,Unknown,False
165,2B_WALL6,bedroom 02,Unknown,False
165,2B_WALL5,bedroom 02,Unknown,False
165,2B_FLOOR7,bedroom 02,Unknown,False
165,2B_ROOF8,bedroom 02,Unknown,False
199,2B_WALL1,kitchen,Unknown,False
199,2B_DOOR0,living room,Unknown,False
199,2B_FLOOR2,living room,Unknown,False
199,2B_ROOF3,living room,Unknown,False
199,2B_WALL9,bedroom 01,Unknown,False
199,2B_WALL11,bedroom 01,Unknown,False
199,2B_FLOOR12,bedroom 01,Unknown,False
199,2B_ROOF13,bedroom 01,Unknown,False
199,2B_WALL6,bedroom 02,Unknown,False
199,2B_WALL5,bedroom 02,Unknown,False
199,2B_FLOOR7,bedroom 02,Unknown,False
199,2B_ROOF8,bedroom 02,Unknown,True
1100,3B_DOOR0,living room,Unknown,False
1100,3B_FLOOR1,living room,Unknown,False
1100,3B_ROOF2,living room,Unknown,False
1100,3B_WALL10,bathroom,West,True
1100,3B_WINDOW9,bedroom 01,East,True
1100,3B_WINDOW8,bedroom 01,South,True
1100,3B_FLOOR11,bedroom 01,Unknown,False
1100,3B_ROOF12,bedroom 01,Unknown,False
1100,3B_WINDOW13,bedroom 02,South,True
1100,3B_WALL15,bedroom 02,Unknown,False
1100,3B_WALL14,bedroom 02,Unknown,False
1100,3B_FLOOR16,bedroom 02,Unknown,False
1100,3B_ROOF17,bedroom 02,Unknown,False
1100,3B_WINDOW3,bedroom 03,South,True
1100,3B_WALL5,bedroom 03,Unknown,False
1100,3B_WALL4,bedroom 03,Unknown,False
1100,3B_FLOOR6,bedroom 03,Unknown,False
1100,3B_ROOF7,bedroom 03,Unknown,False
182,1B_WALL0,kitchen,Unknown,False
182,1B_DOOR2,living room,Unknown,False
182,1B_WALL1,living room,Unknown,False
182,1B_FLOOR3,living room,Unknown,False
182,1B_ROOF4,living room,Unknown,False
182,1B_FLOOR8,bedroom 01,Unknown,False
182,1B_ROOF9,bedroom 01,Unknown,False
166,2B_WALL1,kitchen,Unknown,False
166,2B_DOOR0,living room,Unknown,False
166,2B_FLOOR2,living room,Unknown,False
166,2B_ROOF3,living room,Unknown,False
166,2B_WALL11,bedroom 01,East,True
166,2B_WINDOW10,bedroom 01,West,True
166,2B_WINDOW9,bedroom 01,North,True
166,2B_FLOOR12,bedroom 01,Unknown,False
166,2B_ROOF13,bedroom 01,Unknown,True
166,2B_WINDOW4,bedroom 02,North,True
166,2B_WALL6,bedroom 02,Unknown,False
166,2B_WALL5,bedroom 02,Unknown,False
166,2B_FLOOR7,bedroom 02,Unknown,False
166,2B_ROOF8,bedroom 02,Unknown,False
194,1B_WALL0,kitchen,Unknown,False
194,1B_DOOR2,living room,Unknown,False
194,1B_WALL1,living room,Unknown,False
194,1B_FLOOR3,living room,Unknown,False
194,1B_ROOF4,living room,Unknown,False
194,1B_FLOOR8,bedroom 01,Unknown,False
194,1B_ROOF9,bedroom 01,Unknown,False
195,2B_WALL1,kitchen,Unknown,False
195,2B_DOOR0,living room,Unknown,False
195,2B_FLOOR2,living room,Unknown,False
195,2B_ROOF3,living room,Unknown,False
195,2B_WALL11,bedroom 01,East,True
195,2B_WINDOW10,bedroom 01,West,True
195,2B_WINDOW9,bedroom 01,North,True
195,2B_FLOOR12,bedroom 01,Unknown,False
195,2B_ROOF13,bedroom 01,Unknown,False
195,2B_WINDOW4,bedroom 02,North,True
195,2B_WALL6,bedroom 02,Unknown,False
195,2B_WALL5,bedroom 02,Unknown,False
195,2B_FLOOR7,bedroom 02,Unknown,False
195,2B_ROOF8,bedroom 02,Unknown,False
197,3B_DOOR0,living room,Unknown,False
197,3B_FLOOR1,living room,Unknown,False
197,3B_ROOF2,living room,Unknown,False
197,3B_WALL10,bathroom,North,True
197,3B_WINDOW9,bedroom 01,South,True
197,3B_WINDOW8,bedroom 01,West,True
197,3B_FLOOR11,bedroom 01,Unknown,False
197,3B_ROOF12,bedroom 01,Unknown,True
197,3B_WINDOW13,bedroom 02,West,True
197,3B_WALL15,bedroom 02,Unknown,False
197,3B_WALL14,bedroom 02,Unknown,False
197,3B_FLOOR16,bedroom 02,Unknown,False
197,3B_ROOF17,bedroom 02,Unknown,False
197,3B_WINDOW3,bedroom 03,West,True
197,3B_WALL5,bedroom 03,Unknown,False
197,3B_WALL4,bedroom 03,Unknown,False
197,3B_FLOOR6,bedroom 03,Unknown,False
197,3B_ROOF7,bedroom 03,Unknown,False
179,1B_WALL0,kitchen,Unknown,False
179,1B_DOOR2,living room,Unknown,False
179,1B_WALL1,living room,Unknown,False
179,1B_FLOOR3,living room,Unknown,False
179,1B_ROOF4,living room,Unknown,False
179,1B_WALL7,bedroom 01,Unknown,False
179,1B_FLOOR8,bedroom 01,Unknown,False
179,1B_ROOF9,bedroom 01,Unknown,False
1105,3B_DOOR0,living room,Unknown,False
1105,3B_FLOOR1,living room,Unknown,False
1105,3B_ROOF2,living room,Unknown,False
1105,3B_WALL10,bathroom,West,True
1105,3B_WINDOW9,bedroom 01,East,True
1105,3B_WINDOW8,bedroom 01,South,True
1105,3B_FLOOR11,bedroom 01,Unknown,False
1105,3B_ROOF12,bedroom 01,Unknown,False
1105,3B_WINDOW13,bedroom 02,South,True
1105,3B_WALL15,bedroom 02,Unknown,False
1105,3B_WALL14,bedroom 02,Unknown,False
1105,3B_FLOOR16,bedroom 02,Unknown,False
1105,3B_ROOF17,bedroom 02,Unknown,True
1105,3B_WINDOW3,bedroom 03,South,True
1105,3B_WALL5,bedroom 03,Unknown,False
1105,3B_WALL4,bedroom 03,Unknown,False
1105,3B_FLOOR6,bedroom 03,Unknown,False
1105,3B_ROOF7,bedroom 03,Unknown,False
1102,2B_WALL1,kitchen,Unknown,False
1102,2B_DOOR0,living room,Unknown,False
1102,2B_FLOOR2,living room,Unknown,False
1102,2B_ROOF3,living room,Unknown,False
1102,2B_WALL11,bedroom 01,West,True
1102,2B_WINDOW10,bedroom 01,East,True
1102,2B_WINDOW9,bedroom 01,South,True
1102,2B_FLOOR12,bedroom 01,Unknown,False
1102,2B_ROOF13,bedroom 01,Unknown,False
1102,2B_WINDOW5,bedroom 02,East,True
1102,2B_WINDOW4,bedroom 02,South,True
1102,2B_WALL6,bedroom 02,Unknown,False
1102,2B_FLOOR7,bedroom 02,Unknown,False
1102,2B_ROOF8,bedroom 02,Unknown,False
181,3B_DOOR0,living room,Unknown,False
181,3B_FLOOR1,living room,Unknown,False
181,3B_ROOF2,living room,Unknown,False
181,3B_WALL10,bathroom,South,True
181,3B_WINDOW9,bedroom 01,North,True
181,3B_WINDOW8,bedroom 01,East,True
181,3B_FLOOR11,bedroom 01,Unknown,False
181,3B_ROOF12,bedroom 01,Unknown,False
181,3B_WINDOW13,bedroom 02,East,True
181,3B_WALL15,bedroom 02,Unknown,False
181,3B_WALL14,bedroom 02,Unknown,False
181,3B_FLOOR16,bedroom 02,Unknown,False
181,3B_ROOF17,bedroom 02,Unknown,False
181,3B_WINDOW3,bedroom 03,East,True
181,3B_WALL5,bedroom 03,Unknown,False
181,3B_WALL4,bedroom 03,Unknown,False
181,3B_FLOOR6,bedroom 03,Unknown,False
181,3B_ROOF7,bedroom 03,Unknown,False
169,2B_WALL1,kitchen,Unknown,False
169,2B_DOOR0,living room,Unknown,False
169,2B_FLOOR2,living room,Unknown,False
169,2B_ROOF3,living room,Unknown,False
169,2B_WALL11,bedroom 01,East,True
169,2B_WINDOW10,bedroom 01,West,True
169,2B_WINDOW9,bedroom 01,North,True
169,2B_FLOOR12,bedroom 01,Unknown,False
169,2B_ROOF13,bedroom 01,Unknown,False
169,2B_WINDOW4,bedroom 02,North,True
169,2B_WALL6,bedroom 02,Unknown,False
169,2B_WALL5,bedroom 02,Unknown,False
169,2B_FLOOR7,bedroom 02,Unknown,False
169,2B_ROOF8,bedroom 02,Unknown,False
1108,1B_WALL0,kitchen,Unknown,False
1108,1B_DOOR2,living room,Unknown,False
1108,1B_WALL1,living room,Unknown,False
1108,1B_FLOOR3,living room,Unknown,False
1108,1B_ROOF4,living room,Unknown,False
1108,1B_FLOOR8,bedroom 01,Unknown,False
1108,1B_ROOF9,bedroom 01,Unknown,False
1107,1B_WALL0,kitchen,Unknown,False
1107,1B_DOOR2,living room,Unknown,False
1107,1B_WALL1,living room,Unknown,False
1107,1B_FLOOR3,living room,Unknown,False
1107,1B_ROOF4,living room,Unknown,False
