unit_id,panel_id,room,orientation,is_exterior
177,3B_WALL15,bedroom 02,,False
177,3B_FLOOR16,bedroom 02,,False
177,3B_ROOF17,bedroom 02,,True
177,3B_WINDOW5,bedroom 03,East,True
177,3B_WINDOW3,bedroom 03,West,True
177,3B_WALL4,bedroom 03,,False
177,3B_FLOOR6,bedroom 03,,False
177,3B_ROOF7,bedroom 03,,True
195,2B_WALL1,kitchen,,False
195,2B_DOOR0,living room,,False
195,2B_FLOOR2,living room,,False
195,2B_ROOF3,living room,,False
195,2B_WALL11,bedroom 01,West,True
195,2B_WINDOW10,bedroom 01,East,True
195,2B_WINDOW9,bedroom 01,South,True
195,2B_FLOOR12,bedroom 01,,False
195,2B_ROOF13,bedroom 01,,True
195,2B_WINDOW4,bedroom 02,South,True
195,2B_WALL6,bedroom 02,,False
195,2B_WALL5,bedroom 02,,False
195,2B_FLOOR7,bedroom 02,,False
195,2B_ROOF8,bedroom 02,,False
1100,2B_WALL1,kitchen,,False
1100,2B_DOOR0,living room,,False
1100,2B_FLOOR2,living room,,False
1100,2B_ROOF3,living room,,False
1100,2B_WALL11,bedroom 01,West,True
1100,2B_WINDOW10,bedroom 01,East,True
1100,2B_WINDOW9,bedroom 01,South,True
1100,2B_FLOOR12,bedroom 01,,False
1100,2B_ROOF13,bedroom 01,,False
1100,2B_WINDOW4,bedroom 02,South,True
1100,2B_WALL6,bedroom 02,,False
1100,2B_WALL5,bedroom 02,,False
1100,2B_FLOOR7,bedroom 02,,False
1100,2B_ROOF8,bedroom 02,,False
173,3B_DOOR0,living room,,False
173,3B_FLOOR1,living room,,False
173,3B_ROOF2,living room,,False
173,3B_WALL10,bathroom,East,True
173,3B_WINDOW9,bedroom 01,West,True
173,3B_WINDOW8,bedroom 01,North,True
173,3B_FLOOR11,bedroom 01,,False
173,3B_ROOF12,bedroom 01,,True
173,3B_WINDOW13,bedroom 02,North,True
173,3B_WALL15,bedroom 02,,False
173,3B_WALL14,bedroom 02,,False
173,3B_FLOOR16,bedroom 02,,False
173,3B_ROOF17,bedroom 02,,False
173,3B_WINDOW3,bedroom 03,North,True
173,3B_WALL5,bedroom 03,,False
173,3B_WALL4,bedroom 03,,False
173,3B_FLOOR6,bedroom 03,,False
173,3B_ROOF7,bedroom 03,,False
1103,1B_WALL0,kitchen,,False
1103,1B_DOOR2,living room,,False
1103,1B_WALL1,living room,,False
1103,1B_FLOOR3,living room,,False
1103,1B_ROOF4,living room,,False
1103,1B_WALL5,bathroom,,False
1103,1B_WALL7,bedroom 01,,False
1103,1B_WALL6,bedroom 01,,False
1103,1B_FLOOR8,bedroom 01,,False
1103,1B_ROOF9,bedroom 01,,True
180,3B_DOOR0,living room,,False
180,3B_FLOOR1,living room,,False
180,3B_ROOF2,living room,,False
180,3B_WALL10,bathroom,North,True
180,3B_WINDOW9,bedroom 01,South,True
180,3B_WINDOW8,bedroom 01,West,True
180,3B_FLOOR11,bedroom 01,,False
180,3B_ROOF12,bedroom 01,,False
180,3B_WINDOW13,bedroom 02,West,True
180,3B_WALL15,bedroom 02,,False
180,3B_WALL14,bedroom 02,,False
180,3B_FLOOR16,bedroom 02,,False
180,3B_ROOF17,bedroom 02,,False
180,3B_WINDOW3,bedroom 03,West,True
180,3B_WALL5,bedroom 03,,False
180,3B_WALL4,bedroom 03,,False
180,3B_FLOOR6,bedroom 03,,False
180,3B_ROOF7,bedroom 03,,False
194,2B_WALL1,kitchen,,False
194,2B_DOOR0,living room,,False
194,2B_FLOOR2,living room,,False
194,2B_ROOF3,living room,,False
194,2B_WALL11,bedroom 01,West,True
194,2B_WINDOW10,bedroom 01,East,True
194,2B_WINDOW9,bedroom 01,South,True
194,2B_FLOOR12,bedroom 01,,False
194,2B_ROOF13,bedroom 01,,True
194,2B_WINDOW4,bedroom 02,South,True
194,2B_WALL6,bedroom 02,,False
194,2B_WALL5,bedroom 02,,False
194,2B_FLOOR7,bedroom 02,,False
194,2B_ROOF8,bedroom 02,,False
176,3B_DOOR0,living room,,False
176,3B_FLOOR1,living room,,False
176,3B_ROOF2,living room,,False
176,3B_WALL10,bathroom,South,True
176,3B_WINDOW9,bedroom 01,North,True
176,3B_WINDOW8,bedroom 01,East,True
176,3B_FLOOR11,bedroom 01,,False
176,3B_ROOF12,bedroom 01,,False
176,3B_WINDOW13,bedroom 02,East,True
176,3B_WALL15,bedroom 02,,False
176,3B_WALL14,bedroom 02,,False
176,3B_FLOOR16,bedroom 02,,False
176,3B_ROOF17,bedroom 02,,False
176,3B_WINDOW3,bedroom 03,East,True
176,3B_WALL5,bedroom 03,,False
176,3B_WALL4,bedroom 03,,False
176,3B_FLOOR6,bedroom 03,,False
176,3B_ROOF7,bedroom 03,,False
189,2B_WALL1,kitchen,,False
189,2B_DOOR0,living room,,False
189,2B_FLOOR2,living room,,False
189,2B_ROOF3,living room,,False
189,2B_WALL9,bedroom 01,,False
189,2B_WALL11,bedroom 01,,False
189,2B_FLOOR12,bedroom 01,,False
189,2B_ROOF13,bedroom 01,,False
189,2B_WALL6,bedroom 02,,False
189,2B_FLOOR7,bedroom 02,,False
189,2B_ROOF8,bedroom 02,,False
188,2B_WALL1,kitchen,East,True
188,2B_DOOR0,living room,,False
188,2B_FLOOR2,living room,,False
188,2B_ROOF3,living room,,False
188,2B_WINDOW10,bedroom 01,West,True
188,2B_WINDOW9,bedroom 01,North,True
188,2B_WALL11,bedroom 01,,False
188,2B_FLOOR12,bedroom 01,,False
188,2B_ROOF13,bedroom 01,,False
188,2B_WINDOW4,bedroom 02,North,True
188,2B_WALL6,bedroom 02,,False
188,2B_WALL5,bedroom 02,,False
188,2B_FLOOR7,bedroom 02,,False
188,2B_ROOF8,bedroom 02,,False
197,1B_WALL0,kitchen,,False
197,1B_DOOR2,living room,,False
197,1B_WALL1,living room,,False
197,1B_FLOOR3,living room,,True
197,1B_ROOF4,living room,,False
197,1B_FLOOR8,bedroom 01,,True
197,1B_ROOF9,bedroom 01,,False
182,3B_DOOR0,living room,,False
182,3B_FLOOR1,living room,,False
182,3B_ROOF2,living room,,True
182,3B_WALL10,bathroom,South,True
182,3B_WINDOW9,bedroom 01,North,True
182,3B_WINDOW8,bedroom 01,East,True
182,3B_FLOOR11,bedroom 01,,False
182,3B_ROOF12,bedroom 01,,False
182,3B_WINDOW13,bedroom 02,East,True
182,3B_WALL15,bedroom 02,,False
182,3B_WALL14,bedroom 02,,False
182,3B_FLOOR16,bedroom 02,,False
182,3B_ROOF17,bedroom 02,,False
182,3B_WINDOW4,bedroom 03,North,True
182,3B_WINDOW3,bedroom 03,East,True
182,3B_WALL5,bedroom 03,,False
182,3B_FLOOR6,bedroom 03,,True
182,3B_ROOF7,bedroom 03,,False
184,3B_DOOR0,living room,,False
184,3B_FLOOR1,living room,,False
184,3B_ROOF2,living room,,False
184,3B_WALL10,bathroom,South,True
184,3B_WINDOW9,bedroom 01,North,True
184,3B_WINDOW8,bedroom 01,East,True
184,3B_FLOOR11,bedroom 01,,False
184,3B_ROOF12,bedroom 01,,False
184,3B_WINDOW13,bedroom 02,East,True
184,3B_WINDOW15,bedroom 02,South,True
184,3B_WALL14,bedroom 02,,False
184,3B_FLOOR16,bedroom 02,,False
184,3B_ROOF17,bedroom 02,,False
184,3B_WINDOW3,bedroom 03,East,True
184,3B_WALL5,bedroom 03,,False
184,3B_WALL4,bedroom 03,,False
184,3B_FLOOR6,bedroom 03,,False
184,3B_ROOF7,bedroom 03,,False
167,3B_DOOR0,living room,,False
167,3B_FLOOR1,living room,,False
167,3B_ROOF2,living room,,False
167,3B_WALL10,bathroom,,False
167,3B_FLOOR11,bedroom 01,,False
167,3B_ROOF12,bedroom 01,,False
167,3B_WALL13,bedroom 02,,False
167,3B_WALL15,bedroom 02,,False
167,3B_WALL14,bedroom 02,,False
167,3B_FLOOR16,bedroom 02,,False
167,3B_ROOF17,bedroom 02,,False
167,3B_WALL5,bedroom 03,,False
167,3B_WALL4,bedroom 03,,False
167,3B_FLOOR6,bedroom 03,,False
167,3B_ROOF7,bedroom 03,,False
285,3B_DOOR0,living room,,False
285,3B_FLOOR1,living room,,False
285,3B_ROOF2,living room,,False
285,3B_WALL10,bathroom,East,True
285,3B_WINDOW9,bedroom 01,West,True
285,3B_WINDOW8,bedroom 01,North,True
285,3B_FLOOR11,bedroom 01,,True
285,3B_ROOF12,bedroom 01,,False
285,3B_WINDOW13,bedroom 02,North,True
285,3B_WINDOW15,bedroom 02,East,True
285,3B_WALL14,bedroom 02,,False
285,3B_FLOOR16,bedroom 02,,False
285,3B_ROOF17,bedroom 02,,False
285,3B_WINDOW3,bedroom 03,North,True
285,3B_WALL5,bedroom 03,,False
285,3B_WALL4,bedroom 03,,False
285,3B_FLOOR6,bedroom 03,,True
285,3B_ROOF7,bedroom 03,,False
279,3B_DOOR0,living room,,False
279,3B_FLOOR1,living room,,False
279,3B_ROOF2,living room,,False
279,3B_WALL10,bathroom,North,True
279,3B_WINDOW9,bedroom 01,South,True
279,3B_WINDOW8,bedroom 01,West,True
279,3B_FLOOR11,bedroom 01,,False
279,3B_ROOF12,bedroom 01,,True
279,3B_WINDOW13,bedroom 02,West,True
279,3B_WALL15,bedroom 02,,False
279,3B_WALL14,bedroom 02,,False
279,3B_FLOOR16,bedroom 02,,False
279,3B_ROOF17,bedroom 02,,False
279,3B_WINDOW3,bedroom 03,West,True
279,3B_WALL5,bedroom 03,,False
279,3B_WALL4,bedroom 03,,False
279,3B_FLOOR6,bedroom 03,,False
279,3B_ROOF7,bedroom 03,,False
263,3B_DOOR0,living room,,False
263,3B_FLOOR1,living room,,False
263,3B_ROOF2,living room,,False
263,3B_WALL10,bathroom,East,True
